function,db,func_child_cnt,func_child,table_child_cnt,table_child
CE_get_TPI_enabled_IT_management,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_dashboard_features,VisionOne,1,['slog_ubtaudit'],0,[]
ubt_audit_piibak,VisionOne,1,['slog_ubtaudit'],0,[]
Vision_One_Account_Contact_App_Usage_Past_30d,hubble,1,['slog_ubtaudit_pii'],2,"['CLP_Account_UBT', '_slog_ubtaudit']"
SASE_ACTIVE_CLP_FUNC2,VisionOne,1,['slog_ubtaudit'],3,"['sase_tdl', 'xdr_pendo_events_flattened_sase', 'CLP_Account_License']"
CLP_WHO_VISIT_V1_FUNC2,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
CLP_WHO_VISIT_V1_FUNC_Ling,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
Invoice_Detail,hubble,1,['GetCurrentMonth'],0,[]
TPI_sLog_TI_MISP_feed_usage,VisionOne,1,['slog_ubtaudit'],0,[]
SASE_ACTIVE_CLP_TEMP_FUNC,VisionOne,1,['slog_ubtaudit'],3,"['sase_tdl', 'xdr_pendo_events_flattened', 'CLP_Account_License']"
TPI_sLog_3rd_sharing_v2,VisionOne,1,['slog_ubtaudit'],0,[]
TPI_sLog_service_gateway_v2,VisionOne,1,['slog_ubtaudit'],0,[]
CLP_WHO_VISIT_V1_AND_SASE_Ling_FUNC,VisionOne,1,['slog_ubtaudit'],2,"['xdr_pendo_events_flattened', 'CLP_Account_License']"
slog_trace_appendlostdata,VisionOne,1,['slog_trace'],1,['slog_trace_es']
Func_CLP_Account_CES_Full,VisionOne,1,['slog_ubtaudit'],3,"['CLP_Account_License_Daily', 'CLP_Account_UBT_Daily', 'CLP_Account_License']"
TPI_sLog_MISP_Feeds,VisionOne,1,['slog_ubtaudit'],0,[]
NI_matomo_events,VisionOne,1,['xdr_matomo_events'],0,[]
NI_early_warning_target_Cus,VisionOne,1,['NI_customer_base'],1,['network_sensor_daily_snapshot']
get_arp_count_and_duration_by_mdr_analyst,VisionOne,1,['slog_ubtaudit'],2,"['CLP_Account_License_Daily', 'CLP_Account_License']"
BIF_endpoint_sensor_daily_snapshot,VisionOne,1,['xdr_endpoint_agent_daily_snapshot_view_new'],1,['xdr_endpoint_agent']
CE_get_product_connector_operate_status,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_risk_insight_action_taken,VisionOne,1,['slog_ubtaudit'],0,[]
MyFunction1,VisionOne,1,['slog_ubtaudit'],0,[]
SG_Appliance_LastInfo,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
SG_Appliance_Versions,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
BIF_network_sensor_daily_snapshot,VisionOne,1,['NI_ddi_connection_status_daily'],0,[]
SG_Appliance_Setting,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
Func_CLP_Account_UBT_V1_Report,VisionOne,1,['Func_CLP_Account_UBT_Simple'],0,[]
SASE_ACTIVE_CLP_FUNC_Ling,VisionOne,1,['slog_ubtaudit'],3,"['sase_tdl', 'xdr_pendo_events_flattened', 'CLP_Account_License']"
CLP_WHO_VISIT_V1_AND_SASE_FUNC_Ling,VisionOne,1,['slog_ubtaudit'],2,"['xdr_pendo_events_flattened', 'CLP_Account_License']"
Product_Settings_ETL,VisionOne,1,['Product_Name'],5,"['DS_Product_Settings', 'C1WS_Product_Settings', 'CAS_Product_Settings', 'DDI_Product_Settings', 'A1_Product_Settings']"
TPI_sLog_intelligence_Feeds,VisionOne,1,['slog_ubtaudit'],0,[]
SG_Appliance_Registered_new,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
_CAS_Server_Setting_for_Early_Warning,VisionOne,1,['Product_Name'],1,['cas_product_feedback']
FW_Credit_Usage_Log,VisionOne,1,['slog_ubtaudit'],0,[]
_ApexOne_Server_Setting_for_Early_Warning,VisionOne,1,['Product_Name'],2,"['MAK_Account_GUID', 'osce_product_feedback']"
RA_Assessment_Enable_Sensor_Customer,VisionOne,1,['CLP_WITH_V1_ACTIVE_LICENSE_DAILY'],1,['xdr_pendo_events_flattened']
Func_Product_Connect_Status_Hubble,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
Vision_One_Account_App_Usage_Trending_Zero_Trust_Secure_Access_UI,hubble,1,['Vision_One_Account_App_Usage_Get_CLP_By_MAK'],1,['xdr_pendo_events_flattened']
GetDataSoucreMaxDate,hubble,1,['C1_Account_License_Daily'],5,"['CLP_Account_License_Daily', 'CLP_Account_CES_Daily', 'C1_Account_Usage_Daily', 'C1_Account_License_Daily', 'CLP_Account_UBT_Daily']"
Func_Product_Connect_Status,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
Func_Sandbox_Manually_Submission,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
Vision_One_Account_App_Usage_Trending_Mobile_Inventory_UI,hubble,1,['Vision_One_Account_App_Usage_Get_CLP_By_MAK'],1,['xdr_pendo_feature_events']
_CAS_Agent_Setting_for_Early_Warning,VisionOne,1,['Product_Name'],1,['cas_product_feedback']
Credit_Usage_Table_MAK,VisionOne,1,['Credit_Usage_Table'],1,['CLP_Account_License']
CAS_Product_Settings_ETL,VisionOne,1,['Product_Name'],2,"['CAS_Server_Setting_for_Early_Warning', 'CLP_Account_License']"
Trial_Credit_Cus_Flatten_Table_MAK,VisionOne,1,['Credit_Usage_Table_MAK'],2,"['CLP_Account_UBT', 'CLP_Account_License']"
Trial_Credit_Cus_Flatten_Table_CLP,VisionOne,1,['Credit_Usage_Table'],2,"['CLP_Account_License_Daily', 'CLP_Account_UBT_Daily']"
RA_Assessment_Customer_Company_Size,VisionOne,1,['RA_Assessment_Customer'],2,"['Assessment_Data', 'MAK_Account_License']"
Vision_One_Account_App_Usage_Trending_Sandbox_Analysis_UI,hubble,1,['SANDBOX_ANALYSIS_ACTIVE_CLP_FUNC'],0,[]
Func_Sandbox_Response_Submission,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
DS_Product_Settings_ETL,VisionOne,1,['Product_Name'],2,"['MAK_Account_GUID', 'DS_Server_Setting_for_Early_Warning']"
Vision_One_NPS_Summary,hubble,1,['Func_NPS_Historical_Data_PII'],0,[]
CE_get_ztri_adv_metrics,VisionOne,1,['slog_ubtaudit'],0,[]
Vision_One_Account_App_Usage_Trending_Campaign_Intel_UI,hubble,1,['Vision_One_Account_App_Usage_Get_CLP_By_MAK'],1,['xdr_pendo_events_flattened']
CE_get_tad_feature_enable_status,VisionOne,1,['slog_ubtaudit'],0,[]
BIF_network_sensor_daily_snapshot_20211221_backup_before_new_logic,VisionOne,1,['slog_ubtaudit'],0,[]
Vision_One_NPS_Detail,hubble,1,['Func_NPS_Historical_Data_PII'],0,[]
C1WS_Product_Settings_ETL,VisionOne,1,['Product_Name'],2,"['MAK_Account_GUID', 'C1WS_Server_Setting_for_Early_Warning']"
DDI_Product_Settings_ETL,VisionOne,1,['Product_Name'],2,"['MAK_Account_GUID', 'DDI_Setting_for_Early_Warning']"
CE_get_tad_deploy_sensors,VisionOne,1,['xdr_matomo_events'],0,[]
A1_Product_Settings_ETL,VisionOne,1,['Product_Name'],2,"['MAK_Account_GUID', 'ApexOne_Server_Setting_for_Early_Warning']"
Func_CLP_Account_Pre_Daily_Job_DQ,VisionOne,1,['xdr_endopoint_agent_daily_snapshot_view'],5,"['CLP_Account_License_Daily', 'credit_allocation_daily_snapshot', 'CLP_Account_UBT_Acknowledge_DQ', 'MAK_iES_Sensor_Count', 'CLP_Account_License']"
xxx_Func_Trial_to_Paid_Customers_Base,VisionOne,0,[],2,"['CLP_Account_UBT', 'CLP_Account_License']"
Func_Tree_View_App_Usage_Hubble_Display_Config,VisionOne,0,[],0,[]
GET_PENDO_SURVEY,VisionOne,0,[],2,"['xdr_pendo_poll_events', 'xdr_pendo_guides']"
Vision_One_Account_App_Usage_Trending_OAT_UI,hubble,0,[],1,['slog_category']
Vision_One_Account_App_Usage_Trending_OAT_API,hubble,0,[],0,[]
Vision_One_Account_App_Usage_Trending_Response_API,hubble,0,[],0,[]
Mobile_App_Report_Data,VisionOne,0,[],0,[]
GetMonths,hubble,0,[],0,[]
GetCurrentMonth,hubble,0,[],0,[]
Vision_One_Account_App_Usage_Trending_Product_Connector_UI,hubble,0,[],0,[]
xxx_Func_Trial_to_Paid_Customers_Info,VisionOne,0,[],8,"['ACC_Dim_Solution_Combination', 'sase_tdl', 'ACC_Account_Attribute', 'xxx_Trial_to_Paid_Customers_Base', 'xdr_pendo_events_flattened', 'ACC_Dim_Solution_Transition', 'CLP_Account_UBT_Daily', 'CLP_Account_License']"
Vision_One_Account_App_Usage_Trending_Product_Connector_API,hubble,0,[],0,[]
V1_UBT_SUMMARY,VisionOne,0,[],0,[]
v_c1_pendo_events_flattened,CloudOne,0,[],4,"['c1_pendo_track_types', 'c1_pendo_features', 'c1_pendo_pages', 'c1_pendo_guides']"
Vision_One_Account_App_Usage_Trending_Network_Inventory_UI,hubble,0,[],0,[]
V1_UBT_SUMMARY_SESSION,VisionOne,0,[],0,[]
Func_C1_Account_Mapping_2021,CloudOne,0,[],8,"['REV_Sales_Inv_Lines_AWSM', 'DS_Feedback_Main', 'C1_entitlement_dump20210728', 'CUS_Account_Key_Map', 'C1_Account_Mapping', 'C1_Usage', 'c1_subscription_lifecycle', 'awsm_daily_usage']"
Revenue_Pivot_Config,hubble,0,[],0,[]
Vision_One_Account_App_Usage_Trending_Managed_XDR_UI,hubble,0,[],0,[]
Func_C1WS_From_DS_Daily,CloudOne,0,[],5,"['DS_Host_Recent_60_Days', 'DS_Feedback_Main', 'DS_Host_Before_60_Days', 'DS_Product_Type', 'DS_Client_OS_Type']"
Func_Security_Playbook_Use_CES,VisionOne,0,[],1,['trilogy3_wae_triggered_task']
Invoice_Detail_Extend_Columns,hubble,0,[],0,[]
CES2_Zero_Trust_Secure_Accessv2,VisionOne,0,[],1,['sase_tdl']
Onboard_Customer_Unconditional_Carry_decimal,hubble,0,[],0,[]
GetUrlTopic,Consumer,0,[],0,[]
from_housecall_tav_user_metrics,Consumer,0,[],3,"['terra_ccworder', 'telemetry_collector', 't_license_snapshot_ext']"
is_tc_log_format_correct,Consumer,0,[],1,['telemetry_collector']
is_tc_log_sandbox_format_correct,Consumer,0,[],1,['telemetry_collector_sandbox']
mobilesecurity_user_base_by_channel,Consumer,0,[],2,"['telemetry_collector', 't_mobile_snapshot']"
mobilesecurity_user_base_daily,Consumer,0,[],3,"['telemetry_collector', 't_mobile_snapshot', 'product_channel_sourceid']"
tc_error_input_daily,Consumer,0,[],3,"['telemetry_collector', 't_mobile_snapshot', 'product_channel_sourceid']"
idsecurity_active_user,Consumer,0,[],2,"['telemetry_collector', 'idsecurity_licenses']"
ti_premium_daily_sales,Consumer,0,[],1,['terra_ccworder']
GET_V1_EAI_PAGE,VisionOne,0,[],0,[]
titanium_user_base_by_channel,Consumer,0,[],1,['t_license_snapshot_ext']
ti_premium_enabled_product,Consumer,0,[],4,"['tm_account', 'connext_seats', 'connext_licenses', 'connext_packages']"
titanium_user_base_from_housecall_daily,Consumer,0,[],3,"['terra_ccworder', 'telemetry_collector', 't_license_snapshot_ext']"
xxx_Func_App_Usage_Per_Day,VisionOne,0,[],1,['xxx_Trial_to_Paid_Customers_Base']
rls_idsafe_licenses_daily,Consumer,0,[],1,['idsafe_licenses_daily']
Vision_One_Account_App_Usage_Trending_Threat_Intel_API,hubble,0,[],0,[]
rls_hns_sdk_nec_licenses,Consumer,0,[],0,[]
rls_t_mobile_snapshot,Consumer,0,[],0,[]
rls_t_license_snapshot_ext,Consumer,0,[],0,[]
Vision_One_Account_App_Usage_Trending_Threat_Intel_UI,hubble,0,[],0,[]
rls_t_license_snapshot_ext_daily,Consumer,0,[],1,['t_license_snapshot_ext_daily']
rls_pwp_licenses,Consumer,0,[],0,[]
ZTSA_ZTNA_Retrive_Track_Event,VisionOne,0,[],1,['sase_tdl']
rls_idsafe_licenses,Consumer,0,[],0,[]
ZTSA_ZTNA_Get_Track,VisionOne,0,[],1,['xdr_pendo_raw_events']
ZTSA_Customer_CLP_date_overviewv3,VisionOne,0,[],0,[]
xxx_Func_Trial_to_Paid_UBT,VisionOne,0,[],3,"['xxx_First_Login_Month_App_Usage_Per_Day', 'xxx_App_Usage_Per_Day', 'xxx_Trial_to_Paid_Customers_Info']"
ZTSA_ZTNA_Retrive_Setting_Change,VisionOne,0,[],1,['sase_tdl']
rls_connext_licenses,Consumer,0,[],0,[]
Vision_One_Account_App_Usage_Trending_Workbench_API,hubble,0,[],0,[]
rls_connext_seats,Consumer,0,[],0,[]
rlsmv_mobilesecurity_first_activation_log,Consumer,0,[],0,[]
TestFunction1,Consumer,0,[],0,[]
Vision_One_Account_App_Usage_Trending_Workbench_UI,hubble,0,[],0,[]
rls_vodafone_license,Consumer,0,[],1,['vodafone_license']
rls_telstra_order_items,Consumer,0,[],1,['telstra_order_items']
rls_terra_license_all,Consumer,0,[],0,[]
Vision_One_Account_App_Usage_Trending_Service_Gateway_Inventory_UI,hubble,0,[],1,['slog_category']
n1_monthly_cus_table_temp,VisionOne,0,[],4,"['Dim_Product', 'CUS_Account_Profile', 'Fact_Sold_Output_Data', 'CLP_Account_UBT_Daily']"
GET_V1_CUSTOMER_VISIT_EVENT_REPAIR,VisionOne,0,[],0,[]
rls_terra_ccworder,Consumer,0,[],0,[]
get_idsecurity_licenses,Consumer,0,[],4,"['telemetry_collector', 'tm_account', 'product_channel_sourceid', 'idsafe_licenses']"
Vision_One_Account_App_Usage_Trending_Response_UI,hubble,0,[],0,[]
Vision_One_Account_App_Usage_Trending_Login_UI,hubble,0,[],0,[]
rlsfun,Consumer,0,[],1,['rls_test']
Vision_One_Account_App_Usage_Trending_Sase_v2,hubble,0,[],2,"['xdr_pendo_events_flattened', 'CLP_Account_License']"
Vision_One_Account_App_Usage_Trending_Search_API,hubble,0,[],0,[]
onelink_fix_additional_info,Consumer,0,[],0,[]
rls_terra_license_daily,Consumer,0,[],1,['terra_license_daily']
rls_terra_license,Consumer,0,[],1,['terra_license']
Mak_Guid_License,VisionOne,0,[],1,['MAK_Account_License']
rls_ti_iot_event,Consumer,0,[],1,['ti_iot_event']
Vision_One_Account_App_Usage_Trending_Search_UI,hubble,0,[],0,[]
rls_ti_iot_event_stg,Consumer,0,[],1,['ti_iot_event_stg']
rls_performance_telemetry_collector,Consumer,0,[],1,['performance_telemetry_collector']
rls_performance_telemetry_collector_sandbox,Consumer,0,[],1,['performance_telemetry_collector_sandbox']
rls_telemetry_collector,Consumer,0,[],1,['telemetry_collector']
Vision_One_Account_App_Usage_Trending_Security_Posture_UI,hubble,0,[],0,[]
CES2_Zero_Trust_Secure_Access,VisionOne,0,[],1,['sase_tdl']
TestFunction,Consumer,0,[],1,['terra_license']
TestFunction_2,Consumer,0,[],1,['terra_license']
rls_telemetry_collector_sandbox,Consumer,0,[],1,['telemetry_collector_sandbox']
Revenue_Custom_Range_Columns,hubble,0,[],0,[]
Vision_One_Account_App_Usage_Trending_Detection_Model_Management_UI,hubble,0,[],1,['slog_category']
Vision_One_Account_App_Usage_Trending_Email_Account_Inventory_UI,hubble,0,[],1,['slog_category']
Func_BPG_DS_C1WS_Server_Tenant,DataView,0,[],4,"['DS_Host_Recent_60_Days', 'Account_Intelligence', 'DS_Feedback_Main_Monthly', 'CDE_Product_Group_Level2']"
Func_c1_trial_conversion_trending,CloudOne,0,[],1,['C1_Account_License']
Func_c1_trial_conversion_mom,CloudOne,0,[],1,['C1_Account_License']
vw_C1_Account_Usage_Today,CloudOne,0,[],9,"['C1_Account_Usage_Raw', 'DS_AWSM_Country_BU_Mapping', 'C1_Account_License', 'c1_usage_data_v2', 'C1_Account_Usage', 'MAK_Channel_Daily', 'c1_account_lifecycle', 'C1_Account_Mapping', 'c1_subscription_lifecycle']"
Func_c1_trial_conversion_mom_test,CloudOne,0,[],1,['C1_Account_License']
Func_c1_trial_conversion_customer_list,CloudOne,0,[],3,"['Dim_Suite', 'C1_Account_License', 'Ref_Valid_Customer_Details_Suite_L2']"
Func_BPG_DS_C1WS_Agent_Version,DataView,0,[],5,"['DS_Host_Recent_60_Days', 'Account_Intelligence', 'DS_Connector_DSVA', 'DS_Feedback_Main_Monthly', 'CDE_Product_Group_Level2']"
C1_Trial_Conversion_Rate_Channel_List,hubble,0,[],1,['C1_Account_License']
Func_C1_Customer_Instance,CloudOne,0,[],2,"['C1_Account_License', 'C1_Account_Usage_Daily']"
vw_AWSM_Price_List,CloudOne,0,[],2,"['C1_Usage', 'awsm_daily_usage']"
Func_c1_trial_conversion_funnel,CloudOne,0,[],1,['C1_Account_License']
Revenue_Custom_Range_Order_1,hubble,0,[],0,[]
Func_c1_trial_conversion_summary,CloudOne,0,[],1,['C1_Account_License']
Func_c1_trial_conversion_trending_test,CloudOne,0,[],1,['C1_Account_License']
Func_CUS_CLP_MAK_Delta,DataView,0,[],1,['Change_Log_CUS_CLP_MAK']
RLSForTablesWithRegionID,DataView,0,[],0,[]
Func_c1_trial_conversion_trending_real,CloudOne,0,[],1,['C1_Account_License']
RLSForTablesWithoutRegionID,DataView,0,[],0,[]
C1_Pricing_Mapping,hubble,0,[],0,[]
Func_c1_trial_conversion_summary_6m_version,CloudOne,0,[],1,['C1_Account_License']
onelink_remove_query_parameter,Consumer,0,[],0,[]
Func_BPG_DS_C1WS_Module_Enabled_Count,DataView,0,[],4,"['DS_Host_Recent_60_Days', 'Account_Intelligence', 'DS_Feedback_Main_Monthly', 'CDE_Product_Group_Level2']"
Func_c1_trial_conversion_bychannel,CloudOne,0,[],1,['C1_Account_License']
Func_BPG_DS_C1WS_Module_Enabled_Count_Detail,DataView,0,[],5,"['DS_Host_Recent_60_Days', 'Account_Intelligence', 'DS_Host_Plugin_AM_Realtime_Scan', 'DS_Feedback_Main_Monthly', 'CDE_Product_Group_Level2']"
vw_All_C1_List,CloudOne,0,[],6,"['c1_entitlement', 'c1_usage_data_v2', 'C1_entitlement_dump20210728', 'c1_account_lifecycle', 'C1_Usage', 'c1_subscription_lifecycle']"
v_c1_pendo_feature_events,CloudOne,0,[],3,"['c1_pendo_feature_events', 'c1_pendo_features', 'c1_pendo_pages']"
v_c1_pendo_page_events,CloudOne,0,[],2,"['c1_pendo_page_events', 'c1_pendo_pages']"
v_c1_pendo_guide_events,CloudOne,0,[],4,"['c1_pendo_poll_events', 'c1_pendo_guide_events', 'c1_pendo_pages', 'c1_pendo_guides']"
Func_BPG_TP_Invoice,DataView,0,[],5,"['REV_Sales_Inv_SubLines', 'CUS_Account_Profile', 'CDE_Product_Hierarchy', 'REV_Sales_Inv_Lines_Extend_NABU', 'REV_Sales_Inv_Lines']"
V1_Deployed_Sensor_Summary,hubble,0,[],0,[]
Func_MAK_Channel_Daily,CloudOne,0,[],7,"['REV_Sales_Inv_Lines_AWSM', 'REV_Sales_Inv_SubLines', 'CDE_Product_ID9_Profile', 'CDE_Product_Hierarchy', 'REV_Sales_Inv_SubLines_LMP', 'REV_Sales_Inv_Lines', 'REV_Sales_Inv_Lines_LMP']"
V1_Deployed_Sensor_Count_by_Sensor_Type_Trending,hubble,0,[],0,[]
V1_Deployed_Sensor_Count_by_OS_Type_Trending,hubble,0,[],0,[]
Func_BPG_WFBSS_Invoice,DataView,0,[],8,"['REV_Sales_Inv_SubLines', 'PRD_AC_SN_Profile', 'CUS_Account_Profile', 'CDE_Product_Hierarchy', 'REV_Sales_Inv_Lines_Extend_NABU', 'REV_Sales_Inv_SubLines_LMP', 'REV_Sales_Inv_Lines', 'REV_Sales_Inv_Lines_LMP']"
V1_Deployed_Sensor_Count_by_OS_Trending,hubble,0,[],0,[]
Func_C1_Usage,CloudOne,0,[],2,"['azure_subscribers_legacy_dump20211029', 'c1_usage_data_v2']"
V1_Deployed_Sensor_Count_by_Endpoint_Sensor_Type_Trending,hubble,0,[],0,[]
V1_Trial_Conversion_Rate_Channel_List,hubble,0,[],1,['CLP_Account_UBT_Daily']
Func_BPG_Apex_One_SaaS_Invoice,DataView,0,[],7,"['REV_Sales_Inv_SubLines', 'CUS_Account_Profile', 'CDE_Product_Hierarchy', 'REV_Sales_Inv_Lines_Extend_NABU', 'REV_Sales_Inv_SubLines_LMP', 'REV_Sales_Inv_Lines', 'REV_Sales_Inv_Lines_LMP']"
Func_G_Link_CLP_Account_Contact,DataView,0,[],1,['CUS_Registered_Account_Contact']
Func_G_Link_CLP_Account_Suggestion,DataView,0,[],4,"['REV_Sales_Inv_SubLines', 'CUS_Registered_Account_Profile', 'CUS_CLP_AC_Mapping', 'REV_Sales_Inv_Lines']"
Func_c1_trial_conversion,CloudOne,0,[],1,['C1_Account_License']
Func_C1_Active_Customer,CloudOne,0,[],3,"['C1_Account_License', 'CDE_Product_Hierarchy', 'C1_Account_Usage_Daily']"
Func_BPG_DS_C1WS_Invoice,DataView,0,[],9,"['REV_Sales_Inv_Lines_AWSM', 'REV_Sales_Inv_SubLines', 'CUS_Account_Profile', 'CDE_Product_Hierarchy', 'REV_Sales_Inv_Lines_Extend_NABU', 'CDE_Product_Group_Level2', 'REV_Sales_Inv_SubLines_LMP', 'REV_Sales_Inv_Lines', 'REV_Sales_Inv_Lines_LMP']"
vw_C1_Subscription,CloudOne,0,[],1,['c1_subscription_lifecycle']
C1_Onboard_Customer_Pivot_Config,hubble,0,[],0,[]
Func_C1_Account_Usage_test,CloudOne,0,[],2,"['C1_Account_Usage_Raw', 'C1_Account_Mapping']"
vw_C1_Account_Usage_Daily,CloudOne,0,[],1,['C1_Account_Usage_Daily']
Func_C1_Deployed_Ins_exp,CloudOne,0,[],2,"['C1_Account_License', 'C1_Account_Usage_Daily']"
domain,MSP,0,[],1,['wfbss_domain']
RI_access_risk_feature_list,VisionOne,0,[],0,[]
RI_mitigate_or_prevent_risk_feature_list,VisionOne,0,[],0,[]
Func_C1_Mapping,CloudOne,0,[],0,[]
Vision_One_Account_App_Usage_Trending_Assessment_Service_UI,hubble,0,[],0,[]
v_c1_cloud_accounts_fact_table,CloudOne,0,[],1,['c1_cloud_accounts_fact_table']
vw_C1_Cloud_Accounts,CloudOne,0,[],1,['c1_cloud_accounts']
vw_C1_NSVA,CloudOne,0,[],1,['c1ns_daily_report']
vw_c1ns_internal_account,CloudOne,0,[],0,[]
Vision_One_Account_App_Usage_Trending_Detection_Model_Management_API,hubble,0,[],1,['slog_category']
vw_C1_Usage_Extend_exp,CloudOne,0,[],3,"['MAK_Channel_Daily', 'C1_Account_Mapping', 'C1_Usage']"
Vision_One_Account_App_Usage_Trending_Account_Management_API,hubble,0,[],0,[]
xdr_matomo_events_back,VisionOne,0,[],2,"['tmsas_matomo_log_action_v2', 'tmsas_matomo_log_action']"
apex_matomo_events_bak,VisionOne,0,[],2,"['apex_matomo_log_visit_v2', 'apex_matomo_log_visit']"
Revenue_Custom_Range_String_1,hubble,0,[],0,[]
Vision_One_Account_App_Usage_Trending_Early_Warning_UI,hubble,0,[],0,[]
xdr_matomo_etl,VisionOne,0,[],3,"['tmsas_matomo_log_action_v2', 'tmsas_matomo_log_link_visit_action_v2', 'tmsas_matomo_log_visit_v2']"
Vision_One_Account_App_Usage_Trending_Email_Account_Inventory_API,hubble,0,[],1,['slog_category']
computer,MSP,0,[],1,['wfbss_computer']
vw_C1_Usage_Extend,CloudOne,0,[],3,"['MAK_Channel_Daily', 'C1_Account_Mapping', 'C1_Usage']"
C1_Onboard_Customer_Custom_Range_Columns,hubble,0,[],0,[]
vw_C1_Entitlement_Daily_Extend,CloudOne,0,[],4,"['MAK_Channel_Daily', 'C1_Account_Mapping', 'C1_Usage', 'C1_Entitlement_Daily']"
vw_CDE_C1_Sub_Channel,CloudOne,0,[],0,[]
C1_Onboard_Customer_Trending,hubble,0,[],2,"['C1_Account_License', 'C1_Account_Usage_Daily']"
C1_Onboard_Customer_Header,hubble,0,[],2,"['C1_Account_License', 'C1_Account_Usage_Daily']"
C1_Account_License_Daily,hubble,0,[],2,"['C1_Account_License', 'C1_Account_License_Daily']"
Revenue_String_Order,hubble,0,[],0,[]
byOS_test,CloudOne,0,[],1,['Deployed_Endpoint_Sensor_Count_Detail']
Func_c1_trial_conversion_trending_backup,CloudOne,0,[],1,['C1_Account_License']
Func_BPG_CAS_Invoice,DataView,0,[],7,"['REV_Sales_Inv_SubLines', 'CUS_Account_Profile', 'CDE_Product_Hierarchy', 'REV_Sales_Inv_Lines_Extend_NABU', 'REV_Sales_Inv_SubLines_LMP', 'REV_Sales_Inv_Lines', 'REV_Sales_Inv_Lines_LMP']"
Vision_One_Account_App_Usage_Trending_Account_Management_UI,hubble,0,[],0,[]
Func_c1_trial_conversion_summary_backup,CloudOne,0,[],1,['C1_Account_License']
Poseidon_Credit_Allocation_Daily_Snapshot,staging,0,[],2,"['Poseidon_UserCreditAllocationDailySnapshot', 'Poseidon_CompanyIdentities']"
Poseidon_Voucher_Lines,staging,0,[],14,"['Poseidon_Stock', 'Poseidon_VoucherCreditRightResultActivity', 'Poseidon_StockTransaction', 'Poseidon_Voucher', 'Poseidon_RightResult', 'Poseidon_VoucherSource', 'Poseidon_RightCollection', 'Poseidon_VoucherTemplate', 'Poseidon_SourceType', 'Poseidon_CreditVoucherContent', 'Poseidon_VoucherTermForCredit', 'Poseidon_CompanyIdentities', 'Poseidon_RightCollectionMappingRight', 'Poseidon_VoucherSourceIdentity']"
msp_pendo_events_flattened,MSP,0,[],4,"['msp_pendo_features', 'msp_pendo_pages', 'msp_pendo_guides', 'msp_pendo_track_types']"
v_msp_pendo_page_events,MSP,0,[],2,"['msp_pendo_pages', 'msp_pendo_page_events']"
v_msp_pendo_guide_events,MSP,0,[],4,"['msp_pendo_pages', 'msp_pendo_poll_events', 'msp_pendo_guides', 'msp_pendo_guide_events']"
v_msp_pendo_feature_events,MSP,0,[],3,"['msp_pendo_feature_events', 'msp_pendo_features', 'msp_pendo_pages']"
Func_Pre_Daily_Job_DQ,CloudOne,0,[],6,"['MAK_Channel_Daily', 'c1ns_daily_report', 'C1_Account_Mapping', 'C1_Usage', 'C1_Entitlement_Daily', 'AWS_Channel_Daily']"
Func_V1_haha,CloudOne,0,[],1,['CLP_Account_UBT_Daily']
Func_V1_omg,CloudOne,0,[],1,['Deployed_Endpoint_Sensor_Count_Detail']
rls_terra_license_temp,Consumer,0,[],0,[]
xdr_endpoint_policy_agent_info_tenant,VisionOne,0,[],3,"['xdr_endpoint_policy_agent_info', '_xdr_endpoint_policy_agent_info', 'xdr_endpoint_policy_tenant']"
Vision_One_Engagement_Score_Trending,hubble,0,[],1,['CLP_Account_CES_Daily']
CarbonActiveUserNumber,Consumer,0,[],1,['telemetry_collector_carbon']
etl_get_ids_weekly_report_metrics,Consumer,0,[],6,"['telemetry_collector', 'product_channel_sourceid', 'country_alias', 'idsecurity_user_daily', 'tc_sn_device', 'idsafe_licenses_daily']"
Onboard_Customer_Custom_Range_Order_2,hubble,0,[],0,[]
etl_get_tmms_weekly_report_active_licenses,Consumer,0,[],4,"['telemetry_collector', 'mobilesecurity_user', 'tm_account', 'country_alias']"
Onboard_Customer_Custom_Range_String_2,hubble,0,[],0,[]
Ti1773NSSInstallFunnel,Consumer,0,[],1,['telemetry_collector_ti']
Ti1773R22Q4SystemCheckSource,Consumer,0,[],1,['telemetry_collector_ti']
Ti1773R22Q4GetSNFromDns,Consumer,0,[],1,['telemetry_collector_ti']
platinum_titanium_settings_status_get_column_count,Consumer,0,[],1,['platinum_titanium_settings_status']
Onboard_Customer_Custom_Range_Order_1,hubble,0,[],0,[]
adf_get_titanium_monthly_active_device_count,Consumer,0,[],3,"['t_license_snapshot_ext_daily', 'country_alias', 'eclog']"
